lin_accel_x,gyro_y,mag_z,lin_accel_y,lin_accel_z,mag_x,gyro_z,gyro_x,accel_x,mag_y,accel_y,accel_z,long,lat,time,heading
0.05,0.0011111111111111113,42.5,-0.03,0.09,-59.875,-0.0011111111111111113,-0.0011111111111111113,-0.27,-14.0625,-2.03,9.68,-122.67542333333334,45.55033333333334,391.61100849,158.57934427963596
0.05,0.0011111111111111113,41.6875,-0.04,0.06,-59.5,0.0011111111111111113,-0.0022222222222222227,-0.25,-14.0625,-2.02,9.64,-122.67542333333334,45.55033333333334,391.673185321,158.5976268624227
0.06,0.004444444444444445,42.5,-0.05,0.11,-59.875,-0.0011111111111111113,-0.0011111111111111113,-0.27,-15.1875,-2.04,9.66,-122.67542333333334,45.55033333333334,391.72490373,158.5577121184469
0.03,0.0011111111111111113,41.6875,-0.05,0.11,-59.875,0.0022222222222222227,0.0011111111111111113,-0.25,-14.0625,-2.07,9.69,-122.67542333333334,45.55033333333334,391.78832499199996,158.58001896744182
0.07,0.0,41.6875,0.0,0.11,-59.5,0.0011111111111111113,0.005555555555555557,-0.28,-14.375,-2.08,9.7,-122.67542333333334,45.55033333333334,391.845109669,158.57769537194525
0.06,0.004444444444444445,42.0625,0.0,0.11,-58.6875,0.0,-0.006666666666666667,-0.26,-14.75,-2.1,9.69,-122.67542333333334,45.55033333333334,391.90630415199996,158.55118525410438
0.01,0.0,42.0625,-0.05,0.05,-59.5,0.0,-0.004444444444444445,-0.25,-14.375,-2.05,9.68,-122.67542333333334,45.55033333333334,391.968126086,158.56374859413697
0.08,-0.005555555555555557,41.25,-0.06,0.1,-59.0625,0.0033333333333333327,0.007777777777777778,-0.27,-14.75,-2.07,9.62,-122.67542333333334,45.55033333333334,392.019843453,158.53786029426095
0.03,0.005555555555555557,41.25,-0.03,0.05,-59.0625,0.0011111111111111113,-0.0011111111111111113,-0.24,-14.75,-2.09,9.69,-122.67542333333334,45.55033333333334,392.06809205800005,158.51672715561864
0.06,-0.01,42.875,0.0,0.08,-59.0625,0.0,-0.0011111111111111113,-0.29,-14.75,-2.06,9.61,-122.67542333333334,45.55033333333334,392.124876839,158.51754411530553
0.06,-0.0033333333333333327,42.0625,0.0,0.12,-59.0625,-0.0033333333333333327,-0.005555555555555557,-0.27,-14.375,-2.04,9.59,-122.67542333333334,45.55033333333334,392.190056388,158.53317070591694
0.04,-0.006666666666666667,42.5,-0.05,0.09,-59.5,0.0,0.005555555555555557,-0.25,-14.375,-2.02,9.71,-122.67542333333334,45.55033333333334,392.25596838800004,158.55732902731842
0.04,0.004444444444444445,41.25,0.0,0.05,-59.0625,0.0022222222222222227,-0.0033333333333333327,-0.25,-14.75,-2.05,9.69,-122.67542333333334,45.55033333333334,392.33348605300006,158.51758546445558
0.06,-0.011111111111111113,42.0625,-0.02,0.06,-59.1875,0.0,0.0033333333333333327,-0.27,-14.75,-2.03,9.64,-122.67542333333334,45.55033333333334,392.385169044,158.50517317631855
0.05,0.0033333333333333327,41.6875,-0.02,0.11,-59.5,-0.0022222222222222227,-0.0033333333333333327,-0.26,-15.1875,-2.03,9.65,-122.67542333333334,45.55033333333334,392.433362962,158.46775269905606
0.03,-0.0033333333333333327,42.875,0.0,0.06,-59.5,-0.0011111111111111113,0.0,-0.26,-15.1875,-2.05,9.7,-122.67542333333334,45.55033333333334,392.49005935699995,158.4423818966603
0.08,0.0,42.875,-0.02,0.08,-59.0625,0.0,-0.007777777777777778,-0.27,-14.75,-2.05,9.65,-122.67542333333334,45.55033333333334,392.543268916,158.44336773344207
0.06,0.004444444444444445,42.5,0.0,0.03,-58.375,0.0022222222222222227,0.0022222222222222227,-0.24,-14.0625,-2.05,9.67,-122.67542333333334,45.55033333333334,392.605109964,158.4820454741223
0.07,0.0011111111111111113,41.6875,0.01,0.11,-59.5,-0.0022222222222222227,0.0011111111111111113,-0.28,-14.375,-2.05,9.65,-122.67542333333334,45.55033333333334,392.656741914,158.48823316361236
0.06,0.005555555555555557,42.0625,-0.06,0.13,-59.0625,0.0,-0.007777777777777778,-0.26,-14.0625,-2.03,9.64,-122.67542333333334,45.55033333333334,392.710090329,158.51554343429416
0.06,-0.0022222222222222227,42.5,0.01,0.13,-59.0625,0.0022222222222222227,0.004444444444444445,-0.27,-14.375,-2.07,9.71,-122.67542333333334,45.55033333333334,392.766926464,158.52629054624032
0.04,0.0033333333333333327,42.0625,0.0,0.13,-59.0625,-0.0011111111111111113,-0.0011111111111111113,-0.25,-14.375,-2.08,9.72,-122.67542333333334,45.55033333333334,392.820489983,158.53052497109155
0.05,0.0033333333333333327,42.875,-0.03,0.07,-59.875,0.0011111111111111113,-0.004444444444444445,-0.26,-15.1875,-2.04,9.72,-122.67542333333334,45.55033333333334,392.87225276699996,158.50468929540614
0.06,-0.004444444444444445,41.25,0.0,0.09,-58.75,0.0,0.004444444444444445,-0.28,-15.1875,-2.08,9.64,-122.67542333333334,45.55033333333334,392.92564779599996,158.45100074506018
0.04,0.004444444444444445,41.25,-0.05,0.14,-59.5,0.0,-0.005555555555555557,-0.25,-15.1875,-2.03,9.68,-122.67542333333334,45.55033333333334,392.977315579,158.41216461041623
0.03,0.004444444444444445,41.6875,-0.05,0.06,-59.0625,-0.0011111111111111113,0.005555555555555557,-0.27,-14.375,-2.08,9.73,-122.67542333333334,45.55033333333334,393.035648751,158.42488850786538
0.03,0.007777777777777778,42.875,-0.06,0.13,-59.5,0.0,0.0011111111111111113,-0.28,-14.75,-2.08,9.65,-122.67542333333334,45.55033333333334,393.102551222,158.43136771442292
0.03,-0.008888888888888889,41.25,-0.04,0.1,-58.6875,0.0011111111111111113,0.0,-0.26,-14.0625,-2.08,9.7,-122.67542333333334,45.55033333333334,393.15975485800004,158.45550094720247
0.04,-0.0011111111111111113,41.6875,-0.01,0.02,-59.0625,0.0,0.005555555555555557,-0.27,-14.75,-2.07,9.73,-122.67542333333334,45.55033333333334,393.260678385,158.4328351687581
0.03,-0.0011111111111111113,42.0625,-0.02,0.09,-58.375,0.0011111111111111113,0.0,-0.27,-14.375,-2.03,9.65,-122.67542333333334,45.55033333333334,393.370373401,158.4588686607392
0.02,-0.004444444444444445,42.5,-0.01,0.08,-59.5,0.0022222222222222227,-0.004444444444444445,-0.27,-15.1875,-2.05,9.69,-122.67542333333334,45.55033333333334,393.42716969099996,158.4274692320327
0.03,-0.005555555555555557,42.5,-0.02,0.12,-59.875,-0.0011111111111111113,-0.0011111111111111113,-0.29,-14.75,-2.04,9.67,-122.67542333333334,45.55033333333334,393.480480449,158.42883798855794
0.03,-0.0022222222222222227,42.875,-0.06,0.13,-58.6875,-0.0011111111111111113,0.0011111111111111113,-0.28,-15.1875,-2.05,9.71,-122.67542333333334,45.55033333333334,393.537938408,158.3986944146739
0.05,0.0033333333333333327,41.6875,0.0,0.08,-59.0625,0.0022222222222222227,0.0022222222222222227,-0.28,-14.75,-2.09,9.72,-122.67542333333334,45.55033333333334,393.58322773199995,158.38760637473916
0.06,0.004444444444444445,42.5,-0.05,0.16,-59.5,-0.004444444444444445,-0.0033333333333333327,-0.28,-14.375,-2.03,9.64,-122.67542333333334,45.55033333333334,393.634957286,158.4119992005874
0.03,0.0022222222222222227,40.5,-0.06,0.17,-58.6875,0.0,0.0022222222222222227,-0.25,-13.6875,-2.05,9.68,-122.67542333333334,45.55033333333334,393.694834577,158.44872930691514
0.05,0.0022222222222222227,41.6875,0.0,0.05,-59.0625,-0.0011111111111111113,0.007777777777777778,-0.27,-15.1875,-2.09,9.74,-122.67542333333334,45.55033333333334,393.746538298,158.40607552610226
0.04,0.0033333333333333327,41.6875,-0.03,0.1,-58.6875,0.0011111111111111113,0.0,-0.29,-14.75,-2.06,9.69,-122.67542333333334,45.55033333333334,393.79601237599996,158.39322077303072
0.04,0.004444444444444445,42.0625,-0.06,0.12,-59.5,-0.0033333333333333327,-0.006666666666666667,-0.27,-14.75,-2.04,9.64,-122.67542333333334,45.55033333333334,393.84773375300006,158.39021633287786
0.03,0.0033333333333333327,42.0625,-0.04,0.09,-59.875,0.0011111111111111113,0.0033333333333333327,-0.27,-14.375,-2.07,9.72,-122.67542333333334,45.55033333333334,393.906003278,158.41262688448825
0.02,0.0,42.5,-0.02,0.1,-59.875,0.0022222222222222227,0.0022222222222222227,-0.27,-14.375,-2.07,9.69,-122.67542333333334,45.55033333333334,393.96800625300006,158.44010457117747
0.05,-0.0022222222222222227,41.6875,-0.03,0.12,-58.6875,0.004444444444444445,-0.0022222222222222227,-0.28,-15.1875,-2.06,9.67,-122.67542333333334,45.55033333333334,394.019678307,158.39838216232798
0.06,-0.004444444444444445,42.5,-0.06,0.08,-58.6875,0.004444444444444445,0.007777777777777778,-0.23,-14.375,-2.07,9.7,-122.67542333333334,45.55033333333334,394.073118492,158.4185579522615
0.02,-0.004444444444444445,41.6875,-0.02,0.1,-59.0625,0.0,0.0022222222222222227,-0.25,-14.375,-2.09,9.67,-122.67542333333334,45.55033333333334,394.130212388,158.428604907749
0.07,0.0,41.6875,-0.06,0.11,-59.0625,0.0,0.0,-0.25,-14.0625,-2.06,9.65,-122.67542333333334,45.55033333333334,394.179146151,158.4558794385812
0.04,-0.0011111111111111113,43.25,-0.03,0.09,-59.5,0.0011111111111111113,0.0011111111111111113,-0.26,-14.75,-2.04,9.65,-122.67542333333334,45.55033333333334,394.28685892,158.47318147689458
0.04,0.0011111111111111113,42.875,-0.01,0.08,-59.0625,-0.0022222222222222227,0.0,-0.27,-14.0625,-2.06,9.66,-122.67542333333334,45.55033333333334,394.34402917,158.51406657431485
0.06,0.0011111111111111113,42.875,0.0,0.07,-59.875,-0.0022222222222222227,-0.0022222222222222227,-0.27,-15.5625,-2.04,9.67,-122.67542333333334,45.55033333333334,394.40767621300006,158.45671875062428
0.04,0.0022222222222222227,41.6875,-0.04,0.07,-59.5,-0.0022222222222222227,-0.0033333333333333327,-0.25,-14.75,-2.05,9.73,-122.67542333333334,45.55033333333334,394.471172735,158.44213474339406
0.02,-0.013333333333333334,42.5,-0.03,0.04,-59.5,-0.0011111111111111113,0.006666666666666667,-0.26,-15.1875,-2.08,9.65,-122.67542333333334,45.55033333333334,394.54976441300005,158.4006004247091
0.05,-0.004444444444444445,42.5,-0.01,0.12,-59.875,-0.0033333333333333327,0.0,-0.28,-14.375,-2.06,9.63,-122.67542333333334,45.55033333333334,394.62189659,158.43837760512386
0.04,-0.0033333333333333327,42.0625,0.0,0.08,-59.5,-0.004444444444444445,-0.0011111111111111113,-0.25,-14.375,-2.06,9.68,-122.67542333333334,45.55033333333334,394.70043154900003,158.46335434866901
0.04,-0.0022222222222222227,42.875,-0.04,0.16,-59.0625,0.0,-0.0022222222222222227,-0.26,-14.0625,-2.06,9.67,-122.67542333333334,45.55033333333334,394.772441851,158.51797040469086
0.07,-0.0011111111111111113,42.5,-0.03,0.12,-60.1875,0.0033333333333333327,-0.0022222222222222227,-0.26,-14.0625,-2.07,9.68,-122.67542333333334,45.55033333333334,394.824193332,158.5533517619844
0.05,0.0033333333333333327,42.5,-0.02,0.11,-58.75,0.0,-0.004444444444444445,-0.24,-14.0625,-2.07,9.71,-122.67542333333334,45.55033333333334,394.903058969,158.5918190970974
0.05,-0.0033333333333333327,42.5,0.0,0.13,-59.0625,-0.0033333333333333327,0.0022222222222222227,-0.25,-14.375,-2.05,9.7,-122.67542333333334,45.55033333333334,394.969980347,158.60075096998034
0.04,0.0033333333333333327,42.0625,0.0,0.09,-59.0625,-0.0033333333333333327,0.0011111111111111113,-0.25,-14.75,-2.04,9.68,-122.67542333333334,45.55033333333334,395.04222794099996,158.57188781254953
0.03,0.0022222222222222227,42.5,-0.06,0.06,-59.0625,-0.0033333333333333327,0.004444444444444445,-0.24,-13.6875,-2.04,9.67,-122.67542333333334,45.55033333333334,395.109175672,158.63334435474562
0.05,-0.0033333333333333327,42.0625,-0.03,0.1,-59.0625,-0.0011111111111111113,-0.0011111111111111113,-0.28,-15.1875,-2.09,9.65,-122.67542333333334,45.55033333333334,395.15529505,158.58740300393353
0.05,0.0022222222222222227,42.0625,-0.02,0.1,-59.5,-0.0033333333333333327,-0.005555555555555557,-0.26,-15.1875,-2.03,9.64,-122.67542333333334,45.55033333333334,395.19596691,158.55542969591136
0.04,0.0022222222222222227,41.6875,-0.02,0.09,-58.75,-0.0011111111111111113,-0.0011111111111111113,-0.25,-13.6875,-2.08,9.71,-122.67542333333334,45.55033333333334,395.259425671,158.6026782758493
0.03,-0.0022222222222222227,42.5,-0.02,0.08,-59.875,-0.0033333333333333327,-0.0033333333333333327,-0.27,-14.75,-2.05,9.68,-122.67542333333334,45.55033333333334,395.32573610800006,158.5906404323818
0.04,-0.0011111111111111113,41.6875,-0.03,0.08,-58.75,-0.0011111111111111113,-0.0022222222222222227,-0.27,-14.0625,-2.03,9.68,-122.67542333333334,45.55033333333334,395.40069126300006,158.61297505368222
0.06,-0.0011111111111111113,42.5,-0.03,0.09,-58.6875,0.004444444444444445,0.0011111111111111113,-0.24,-15.1875,-2.03,9.64,-122.67542333333334,45.55033333333334,395.48025325699996,158.5461344433597
0.04,0.0022222222222222227,42.5,-0.04,0.08,-59.0625,0.004444444444444445,-0.0011111111111111113,-0.26,-14.375,-2.04,9.67,-122.67542333333334,45.55033333333334,395.549646569,158.56078021883283
0.03,-0.007777777777777778,42.5,-0.02,0.12,-59.0625,0.0,0.004444444444444445,-0.27,-14.75,-2.07,9.67,-122.67542333333334,45.55033333333334,395.63458498800003,158.5386692198276
0.05,0.0033333333333333327,41.25,-0.02,0.1,-59.5,0.0,-0.0011111111111111113,-0.24,-14.0625,-2.06,9.67,-122.67542333333334,45.55033333333334,395.69201529,158.55786387642289
0.05,0.0,42.0625,-0.06,0.09,-59.5,0.0011111111111111113,0.004444444444444445,-0.25,-14.375,-2.05,9.74,-122.67542333333334,45.55033333333334,395.756432336,158.5683363329972
0.04,-0.0011111111111111113,42.0625,-0.01,0.09,-59.5,0.0011111111111111113,0.004444444444444445,-0.25,-14.375,-2.06,9.69,-122.67542333333334,45.55033333333334,395.812930656,158.5745138231925
0.04,0.005555555555555557,42.5,-0.01,0.07,-59.875,0.0,-0.004444444444444445,-0.26,-14.375,-2.04,9.68,-122.67542333333334,45.55033333333334,395.876898742,158.59056365991322
0.03,0.005555555555555557,42.0625,-0.02,0.08,-59.875,0.0,-0.0011111111111111113,-0.24,-14.75,-2.03,9.7,-122.67542333333334,45.55033333333334,395.93322711400003,158.57385064695515
0.09,0.0,42.5,-0.03,0.06,-58.6875,-0.0022222222222222227,0.0011111111111111113,-0.28,-15.1875,-2.05,9.67,-122.67542333333334,45.55033333333334,395.986958914,158.52984665445777
0.03,0.0022222222222222227,42.5,0.0,0.13,-59.0625,0.0011111111111111113,-0.0022222222222222227,-0.25,-15.1875,-2.05,9.69,-122.67542333333334,45.55033333333334,396.048991732,158.48785373176398
0.05,0.005555555555555557,42.0625,-0.02,0.07,-59.0625,-0.0033333333333333327,-0.0033333333333333327,-0.25,-15.5625,-2.07,9.7,-122.67542333333334,45.55033333333334,396.104628747,158.42484639659537
0.04,-0.005555555555555557,42.0625,-0.01,0.1,-59.0625,-0.0011111111111111113,0.0022222222222222227,-0.26,-14.75,-2.05,9.66,-122.67542333333334,45.55033333333334,396.286152186,158.40898742735732
0.12,-0.006666666666666667,42.0625,-0.01,0.17,-59.0625,0.013333333333333334,0.006666666666666667,-0.28,-14.0625,-2.07,9.67,-122.67542333333334,45.55033333333334,396.381558349,158.47034064256036
0.1,0.012222222222222223,42.875,-0.04,0.13,-59.5,-0.01,-0.007777777777777778,-0.25,-15.1875,-2.02,9.62,-122.67542333333334,45.55033333333334,396.436258434,158.44535733983633
0.0,0.05222222222222223,42.5,0.0,0.01,-59.0625,-0.02666666666666667,-0.031111111111111114,-0.21,-13.6875,-2.07,9.72,-122.67542333333334,45.55033333333334,396.500534124,158.51292272845726
0.08,0.021111111111111112,42.5,0.03,0.1,-59.5,-0.02555555555555556,-0.03333333333333333,-0.36,-14.75,-2.06,9.61,-122.67542333333334,45.55033333333334,396.56738581300004,158.50010096279755
0.04,0.07222222222222223,42.875,-0.02,0.08,-58.6875,-0.028888888888888888,-0.06333333333333334,-0.26,-14.0625,-2.04,9.68,-122.67542333333334,45.55033333333334,396.641889664,158.54655760075863
0.05,0.03,41.6875,-0.03,0.11,-59.5,-0.005555555555555557,-0.034444444444444444,-0.34,-14.375,-2.13,9.62,-122.67542333333334,45.55033333333334,396.71366887,158.54286400937536
0.2,-0.03,41.25,0.23,-0.05,-59.5,0.0022222222222222227,0.02555555555555556,-0.34,-14.0625,-2.13,9.66,-122.67542333333334,45.55033333333334,396.78370145599996,158.5669421620079
0.0,0.02,42.5,-0.17,0.02,-59.0625,0.0,-0.04666666666666667,-0.22,-14.0625,-2.02,9.73,-122.67542333333334,45.55033333333334,396.849169546,158.61257265064043
0.08,-0.011111111111111113,42.5,-0.03,0.11,-58.375,0.011111111111111113,0.02666666666666667,-0.39,-14.0625,-2.29,9.59,-122.67542333333334,45.55033333333334,396.91862921300003,158.6317318776829
0.2,0.0,43.25,0.08,0.12,-59.5,0.012222222222222223,-0.004444444444444445,-0.34,-14.0625,-2.2,9.71,-122.67542333333334,45.55033333333334,396.985410381,158.69365267801135
0.04,0.015555555555555557,42.875,0.16,0.07,-59.0625,-0.016666666666666666,-0.006666666666666667,-0.22,-14.375,-2.09,9.69,-122.67542333333334,45.55033333333334,397.04983471800006,158.72435998732288
0.02,-0.0033333333333333327,41.25,-0.15,0.27,-59.5,-0.006666666666666667,-0.012222222222222223,-0.35,-14.75,-1.96,9.63,-122.67542333333334,45.55033333333334,397.114130877,158.70511216544986
0.08,0.0011111111111111113,42.5,0.08,0.05,-59.0625,-0.007777777777777778,0.011111111111111113,-0.4,-14.875,-2.37,9.79,-122.67542166666665,45.55033333333334,397.28692017,158.61075566517079
-0.03,0.017777777777777778,41.25,0.0,0.03,-58.6875,0.0011111111111111113,-0.021111111111111112,-0.3,-14.1875,-2.05,9.69,-122.67542166666665,45.55033333333334,397.34671079300006,158.67356013085507
0.17,-0.03777777777777778,42.5,-0.04,0.35,-59.5,0.03,0.017777777777777778,-0.4,-14.5,-2.1,9.51,-122.67542166666665,45.55033333333334,397.401708535,158.7122114870689
0.1,0.02555555555555556,42.5,0.08,-0.22,-60.1875,-0.0033333333333333327,0.015555555555555557,-0.21,-14.875,-2.18,9.92,-122.67542166666665,45.55033333333334,397.46216358699996,158.72253177223467
0.09,-0.03333333333333333,43.25,0.05,-0.03,-59.875,-0.015555555555555557,0.007777777777777778,-0.29,-14.75,-2.05,9.33,-122.67542166666665,45.55033333333334,397.53671894800004,158.75151472581294
0.05,-0.012222222222222223,42.0625,0.06,0.1,-58.6875,-0.022222222222222227,0.007777777777777778,-0.34,-14.375,-2.1,9.45,-122.67542166666665,45.55033333333334,397.60239250800004,158.76873308175487
0.09,0.0,42.0625,-0.05,0.19,-59.5,-0.005555555555555557,-0.0033333333333333327,-0.32,-14.0625,-2.04,9.56,-122.67542166666665,45.55033333333334,397.676803545,158.8222590871847
0.04,0.02555555555555556,43.25,0.01,0.0,-59.0625,-0.0022222222222222227,-0.024444444444444446,-0.35,-14.5,-2.18,9.68,-122.67542166666665,45.55033333333334,397.739673866,158.83309418007525
0.09,0.0,42.5,0.12,0.15,-59.0625,-0.01,-0.015555555555555557,-0.3,-13.75,-2.08,9.58,-122.67542166666665,45.55033333333334,397.79906240400004,158.88898153064136
0.08,-0.016666666666666666,42.0625,-0.08,0.25,-59.5,-0.006666666666666667,0.02555555555555556,-0.3,-14.5,-2.01,9.61,-122.67542166666665,45.55033333333334,397.87005785699995,158.8860165056459
0.15,-0.015555555555555557,43.25,-0.02,0.13,-59.0625,-0.0022222222222222227,0.057777777777777775,-0.3,-14.5,-2.13,9.82,-122.67542166666665,45.55033333333334,397.944634833,158.88775332398856
0.0,-0.007777777777777778,42.875,0.02,0.01,-59.5,-0.02333333333333333,0.03666666666666667,-0.17,-14.1875,-2.1,9.92,-122.67542166666665,45.55033333333334,398.004508008,158.9080517150694
0.07,-0.021111111111111112,42.875,0.0,0.2,-59.875,-0.008888888888888889,0.034444444444444444,-0.38,-14.5,-2.06,9.59,-122.67542166666665,45.55033333333334,398.06884020900003,158.9045363631591
0.12,0.0033333333333333327,42.875,0.0,0.1,-59.0625,-0.0033333333333333327,-0.01,-0.28,-14.875,-2.15,9.7,-122.67542166666665,45.55033333333334,398.29379843099997,158.78140849668216
0.16,-0.005555555555555557,42.5,0.09,0.18,-59.0625,-0.07,0.05111111111111112,-0.28,-15.25,-2.11,9.62,-122.67542166666665,45.55033333333334,398.348941329,158.74628143148465
0.08,0.006666666666666667,42.5,0.03,0.07,-59.875,-0.06222222222222223,0.03666666666666667,-0.17,-15.25,-1.87,9.72,-122.67542166666665,45.55033333333334,398.411813994,158.72359728424937
0.07,0.005555555555555557,42.5,-0.06,0.19,-59.5,-0.07666666666666666,0.027777777777777776,-0.24,-14.75,-1.94,9.66,-122.67542166666665,45.55033333333334,398.48362064699995,158.70779908839083
0.0,0.013333333333333334,42.0625,0.09,0.04,-59.875,-0.05222222222222223,0.02666666666666667,-0.23,-15.875,-2.01,9.76,-122.67542166666665,45.55033333333334,398.556895274,158.58528768264776
0.04,0.021111111111111112,42.0625,0.0,0.14,-59.0625,-0.031111111111111114,0.007777777777777778,-0.35,-15.5625,-1.89,9.63,-122.67542166666665,45.55033333333334,398.636552892,158.4885901325618
0.08,-0.004444444444444445,41.6875,0.0,0.11,-59.875,0.004444444444444445,0.011111111111111113,-0.23,-15.875,-2.0,9.73,-122.67542166666665,45.55033333333334,398.708012461,158.37350308132494
0.07,0.0,41.6875,0.02,0.13,-59.875,-0.004444444444444445,0.0011111111111111113,-0.24,-15.5625,-1.97,9.71,-122.67542166666665,45.55033333333334,398.782668551,158.29227507539204
0.06,0.008888888888888889,41.6875,0.01,0.11,-59.875,-0.012222222222222223,0.0011111111111111113,-0.27,-15.5625,-1.96,9.71,-122.67542166666665,45.55033333333334,398.85956949300004,158.21340971306134
0.05,0.006666666666666667,41.6875,0.0,0.07,-60.1875,-0.011111111111111113,-0.005555555555555557,-0.23,-15.875,-1.94,9.71,-122.67542166666665,45.55033333333334,398.929077285,158.1251014587112
0.06,0.0011111111111111113,41.6875,0.0,0.15,-60.1875,-0.007777777777777778,-0.0033333333333333327,-0.27,-15.5625,-1.95,9.69,-122.67542166666665,45.55033333333334,399.003446499,158.06053617929555
0.08,0.011111111111111113,41.6875,0.04,0.11,-60.1875,-0.004444444444444445,-0.004444444444444445,-0.28,-16.25,-1.97,9.73,-122.67542166666665,45.55033333333334,399.06630666300003,157.96097939705945
0.07,0.005555555555555557,42.0625,0.03,0.11,-60.1875,-0.006666666666666667,-0.005555555555555557,-0.24,-16.25,-1.94,9.71,-122.67542166666665,45.55033333333334,399.220407245,157.7627055350448
0.09,0.0033333333333333327,41.6875,0.02,0.09,-59.5,-0.0033333333333333327,-0.007777777777777778,-0.26,-15.5625,-1.95,9.7,-122.67542166666665,45.55033333333334,399.31378287800004,157.70761599523286
0.06,0.005555555555555557,41.6875,0.04,0.08,-60.1875,-0.006666666666666667,-0.006666666666666667,-0.23,-15.5625,-1.94,9.69,-122.67542166666665,45.55033333333334,399.377849244,157.67602593514147
0.06,0.0011111111111111113,41.25,0.0,0.13,-60.1875,-0.005555555555555557,-0.0033333333333333327,-0.26,-15.875,-1.95,9.68,-122.67542166666665,45.55033333333334,399.43293183,157.62478100844652
0.05,0.0,42.0625,-0.01,0.14,-59.5,-0.0011111111111111113,-0.0022222222222222227,-0.26,-15.5625,-1.96,9.73,-122.67542166666665,45.55033333333334,399.502215818,157.59500705431148
0.06,-0.0011111111111111113,42.0625,0.01,0.1,-60.1875,-0.0011111111111111113,0.0011111111111111113,-0.27,-15.5625,-1.98,9.73,-122.67542166666665,45.55033333333334,399.566537289,157.57329499365215
0.07,0.0,40.875,0.01,0.08,-59.875,0.0011111111111111113,0.0033333333333333327,-0.25,-15.5625,-1.96,9.72,-122.67542166666665,45.55033333333334,399.623929309,157.53888413033866
0.06,0.0022222222222222227,41.25,0.0,0.12,-59.5,-0.0011111111111111113,-0.0033333333333333327,-0.24,-15.1875,-1.96,9.68,-122.67542166666665,45.55033333333334,399.688188384,157.53087273473432
0.07,0.005555555555555557,41.6875,0.04,0.06,-59.875,0.0011111111111111113,-0.0022222222222222227,-0.26,-15.875,-1.95,9.72,-122.67542166666665,45.55033333333334,399.75549497,157.48232151972132
0.04,0.0,42.5,0.12,-0.05,-60.1875,0.013333333333333334,-0.008888888888888889,-0.26,-15.5625,-1.94,9.66,-122.67542166666665,45.55033333333334,399.814709027,157.4760472775457
0.08,-0.004444444444444445,43.25,-0.06,0.04,-59.5,0.0033333333333333327,-0.027777777777777776,-0.28,-15.5625,-1.83,9.54,-122.67542166666665,45.55033333333334,399.873912564,157.47536592184963
0.06,0.0011111111111111113,42.0625,-0.05,0.17,-60.5625,-0.0033333333333333327,0.015555555555555557,-0.24,-14.75,-1.93,9.68,-122.67542166666665,45.55033333333334,399.93821122300005,157.51156793649122
0.07,-0.004444444444444445,42.875,0.04,0.17,-59.875,0.004444444444444445,0.016666666666666666,-0.29,-15.875,-2.02,9.76,-122.67542166666665,45.55033333333334,400.007076876,157.4648999426375
0.04,-0.0011111111111111113,40.875,0.01,0.06,-61.0,0.0011111111111111113,-0.0011111111111111113,-0.24,-15.875,-1.92,9.77,-122.67542166666665,45.55033333333334,400.061173312,157.42472233727557
0.08,-0.007777777777777778,41.6875,0.0,0.2,-60.1875,0.004444444444444445,0.0022222222222222227,-0.3,-15.1875,-1.94,9.63,-122.67542166666665,45.55033333333334,400.11626016800005,157.42863531078376
0.07,0.0022222222222222227,42.0625,0.01,0.14,-60.1875,0.0011111111111111113,0.005555555555555557,-0.24,-15.5625,-1.97,9.8,-122.67542,45.55033333333334,400.31556981,157.3781806060283
0.08,-0.0011111111111111113,42.5,0.0,0.13,-59.875,0.0022222222222222227,0.0033333333333333327,-0.28,-15.5625,-1.96,9.65,-122.67542,45.55033333333334,400.369686194,157.37029797723466
0.07,0.0033333333333333327,41.25,0.02,0.1,-59.875,0.0022222222222222227,0.005555555555555557,-0.24,-15.1875,-1.97,9.73,-122.67542,45.55033333333334,400.428104676,157.37131242819
0.04,-0.006666666666666667,42.0625,0.01,0.05,-59.875,0.0,0.0011111111111111113,-0.25,-16.6875,-1.94,9.7,-122.67542,45.55033333333334,400.487230712,157.28706607144068
0.03,-0.01,41.25,0.02,0.14,-59.875,0.0033333333333333327,0.004444444444444445,-0.27,-15.875,-1.95,9.65,-122.67542,45.55033333333334,400.566789735,157.24059540997686
0.06,-0.0033333333333333327,41.6875,-0.02,0.1,-60.1875,0.0,0.005555555555555557,-0.28,-15.875,-1.94,9.7,-122.67542,45.55033333333334,400.63108485199996,157.2163965198974
0.01,0.0011111111111111113,42.0625,0.04,-0.01,-59.5,0.004444444444444445,0.0,-0.25,-15.875,-1.99,9.7,-122.67542,45.55033333333334,400.68498805800004,157.19423265245652
0.07,-0.004444444444444445,41.6875,-0.05,0.22,-60.1875,-0.0011111111111111113,-0.01,-0.27,-15.5625,-1.83,9.59,-122.67542,45.55033333333334,400.73465302,157.19806725430013
0.07,0.0,42.5,0.0,0.11,-59.0625,0.0033333333333333327,0.014444444444444444,-0.29,-14.75,-2.04,9.67,-122.67542,45.55033333333334,400.800580954,157.24857712392756
0.06,-0.0011111111111111113,41.25,0.01,0.08,-59.875,0.0,-0.005555555555555557,-0.24,-14.375,-1.95,9.77,-122.67542,45.55033333333334,400.87021327699995,157.32372274630848
